ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
75,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,1116,1749,90,1040,5,4,424,166.5,133,NA,9.199999809265137,9.199999809265137,9.199999809265137,175,NA,5399.0234375
75,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,2994,1186,46,860,5,4,393.5,153,137,7.599999904632568,7.599999904632568,NA,7.599999904632568,150,13.600000381469727,3192.10302734375
75,Belgium,Germany,audi,80/90,intermediate,0,VW,2513,1297,44,835,5,2,419,160,136,8.600000381469727,8.600000381469727,8.600000381469727,NA,145,16.5,3647.123779296875
75,Belgium,Germany,audi,100/200,standard,0,VW,3599,1588,63,1050,5,2,461,173,142,8.899999618530273,8.899999618530273,8.899999618530273,NA,160,13.5,4675.44287109375
75,Belgium,Germany,BMW,3,standard,0,BMW,697,1573,66,1010,5,2,435.5,161,138,9.899999618530273,9.899999618530273,9.899999618530273,NA,160,13.800000190734863,4728.31982421875
75,Belgium,Germany,BMW,5,luxury,0,BMW,2381,1766,66,1230,5,4,462,169,142.5,9.800000190734863,NA,9.800000190734863,9.800000190734863,160,13.899999618530273,5830.388671875
75,Belgium,France,citroen,2CV6,subcompact,0,Fiat,6784,435,18,560,4,4,383,148,160,5.800000190734863,5.800000190734863,NA,5.800000190734863,102,NA,2003.48291015625
75,Belgium,France,citroen,CX,standard,0,Fiat,3652,1985,75,1265,5,4,466,173,136,8.199999809265137,8.199999809265137,8.199999809265137,NA,174,13.100000381469727,6075.57080078125
75,Belgium,France,citroen,GSA,intermediate,0,Fiat,8122,1222,44,930,5,4,412,161,135,9.300000190734863,9.300000190734863,NA,9.300000190734863,151,16.100000381469727,3885.0703125
75,Belgium,France,citroen,dyane,subcompact,0,Fiat,5443,602,23.5,600,4,5,387,150,154,6.099999904632568,6.099999904632568,NA,6.099999904632568,120,NA,2157.3828125
75,Belgium,Italy,fiat,126,subcompact,0,Fiat,2238,594,17,580,4,2,305.5,137.5,133.5,5.400000095367432,5.400000095367432,NA,5.400000095367432,105,47,1863.2196044921875
75,Belgium,Italy,fiat,127,subcompact,0,Fiat,6370,903,34.5,705,5,2,359.5,152.5,137,NA,7.699999809265137,7.699999809265137,7.699999809265137,140,17.5,2247.27392578125
75,Belgium,Italy,fiat,argenta,intermediate,0,Fiat,1370,1592,72,1080,5,4,438.5,164,142.5,10.100000381469727,10.100000381469727,10.100000381469727,NA,165,12.5,4077.097412109375
75,Belgium,Italy,fiat,131F,compact,0,Fiat,5503,1297,48,965,5,2,424,163,140,9,10,NA,10,150,16.200000762939453,3307.597412109375
75,Belgium,Italy,fiat,128,subcompact,0,Fiat,6480,1116,40.5,785,5,2,384,159,142,8,NA,8,8,140,16.200000762939453,2539.489013671875
75,Belgium,Germany,ford,escort,compact,0,Ford,16848,1097,32.5,875,5,2,398,159.5,138.5,8.300000190734863,NA,8.300000190734863,8.300000190734863,127,28.399999618530273,2563.14453125
75,Belgium,Germany,ford,granada,standard,0,Ford,4519,1699,55,1190,5,2,457,179,137,11.100000381469727,NA,11.100000381469727,11.100000381469727,145,19.200000762939453,4021.4375
75,Belgium,Belgium,ford,taunus,intermediate,0,Ford,10809,1294,43.5,1020,5,2,434,170,136,NA,9.300000190734863,9.300000190734863,9.300000190734863,140,21.299999237060547,3363.257568359375
75,Belgium,Japan,honda,civic,compact,0,Honda,2421,1169,37,615,5,2,340.5,150.5,132.5,7,NA,10,8.5,140,14,2660.549560546875
75,Belgium,Italy,lancia,a112,subcompact,0,Fiat,1206,903,32,655,4,2,320,148,134,6,7,NA,7,135,NA,2529.74853515625
75,Belgium,Italy,lancia,beta,intermediate,0,Fiat,621,1298,62.5,1080,5,4,429.5,169,140,8.600000381469727,8.600000381469727,NA,8.600000381469727,160,14.5,4438.8876953125
75,Belgium,Japan,mazda,626,intermediate,0,Mazda,2091,1586,55,895,5,4,426,158,142,8,10.5,13,NA,160,NA,3058.518798828125
75,Belgium,Japan,mazda,929,standard,0,Mazda,1846,1769,61,1000,5,4,440.5,166.5,138,NA,11,13,11,165,NA,3615.119140625
75,Belgium,Germany,mercedes,200,luxury,0,Mercedes,8637,1968,70,1340,5,4,472.5,178.5,144,9,NA,15,12,160,15.199999809265137,6567.88427734375
75,Belgium,Japan,nissan,sunny,compact,0,Nissan,5382,1171,38,815,5,4,395,154.5,139,8,NA,12,10,150,NA,2780.21875
75,Belgium,Japan,nissan,bluebird,intermediate,0,Nissan,830,1595,66,955,5,4,412,158,140.5,9.5,NA,9.5,9.5,155,NA,3893.41943359375
75,Belgium,Japan,nissan,cherry,subcompact,0,Nissan,6329,988,39,710,5,2,367,149,136.5,7,9,NA,9,140,NA,2557.57861328125
75,Belgium,Japan,nissan,violet,intermediate,0,Nissan,624,1428,48,970,5,4,412,158,140.5,NA,9.5,9.5,9.5,145,NA,3592.855224609375
75,Belgium,Germany,opel,kadet,compact,0,GeneralMotors,7341,993,29.5,785,5,2,412.5,158,137,NA,7.599999904632568,7.599999904632568,7.599999904632568,128,22.5,2741.256591796875
75,Belgium,Germany,opel,ascona,intermediate,0,GeneralMotors,4897,1196,44,920,5,2,432,167,138,8.300000190734863,8.300000190734863,8.300000190734863,NA,142,19,3651.29833984375
75,Belgium,Germany,opel,record,standard,0,GeneralMotors,8083,1698,44,1095,5,2,459,172,141.5,10.300000190734863,10.300000190734863,NA,10.300000190734863,140,21.5,3748.285888671875
75,Belgium,Germany,opel,commodor,standard,0,GeneralMotors,569,2490,85,1235,5,4,460.5,173,141.5,NA,10.699999809265137,10.699999809265137,10.699999809265137,175,12,5101.2421875
75,Belgium,UK,opel,chevette,subcompact,0,GeneralMotors,698,1256,43.5,860,5,3,394,158,131,9.100000381469727,9.100000381469727,NA,9.100000381469727,146,14.600000381469727,3169.8388671875
75,Belgium,France,peugeot,104,subcompact,0,Peugeot,2527,954,34,760,4,4,358,152,139,NA,8.199999809265137,8.199999809265137,8.199999809265137,135,20.5,3016.77392578125
75,Belgium,France,peugeot,604,standard,0,Peugeot,114,2664,100,1455,5,4,472,177,143,12.100000381469727,12.100000381469727,NA,12.100000381469727,182,10.800000190734863,7681.0849609375
75,Belgium,France,peugeot,504,standard,0,Peugeot,11738,1796,53.5,1160,6,4,448,169,146,10.699999809265137,10.699999809265137,NA,10.699999809265137,154,15.800000190734863,4386.0107421875
75,Belgium,France,peugeot,304,compact,0,Peugeot,3866,1290,44,930,5,4,414,157,141,8.699999809265137,8.699999809265137,8.699999809265137,NA,150,15.600000381469727,3712.524169921875
75,Belgium,France,renault,4,subcompact,0,Renault,8345,845,25,665,4,5,367,148.5,155,6.5,6.5,NA,6.5,110,NA,2087.251220703125
75,Belgium,France,renault,5,subcompact,0,Renault,7670,845,26,730,5,4,350.5,152.5,140,NA,6.300000190734863,6.300000190734863,6.300000190734863,120,NA,2744.039794921875
75,Belgium,France,renault,30,standard,0,Renault,150,2664,96,1320,5,5,452,173,143,8.699999809265137,NA,8.699999809265137,8.699999809265137,185,NA,6846.18408203125
75,Belgium,France,renault,16,compact,0,Renault,4688,1565,48,1010,5,5,423.5,163,145,7.199999809265137,7.199999809265137,7.199999809265137,NA,150,NA,4021.4375
75,Belgium,France,renault,6,subcompact,0,Renault,3930,845,25,785,4,5,386,150.5,147.5,6.5,NA,6.5,6.5,120,NA,2699.51171875
75,Belgium,France,renault,12,subcompact,0,Renault,6570,1289,37,900,5,4,435,162,143.5,7,7,7,NA,145,17,3164.27294921875
75,Belgium,UK,rover,mini,subcompact,0,Rover,6797,848,24.5,620,4,2,305,141,135,7.5,7.5,NA,7.5,116,34,2001.8131103515625
75,Belgium,UK,rover,allegro,compact,0,Rover,4284,1098,36,800,5,2,385,161.5,140,7.400000095367432,7.400000095367432,7.400000095367432,NA,126,22,2596.54052734375
75,Belgium,UK,rover,maxi,compact,0,Rover,137,1748,53,995,5,5,402,163,140.5,10,NA,13,11.5,145,15.5,3729.222412109375
75,Belgium,UK,rover,marina,compact,0,Rover,402,1275,42,865,5,2,429,165.5,142,8,9.5,11,NA,138,17.5,2991.726806640625
75,Belgium,UK,rover,dolomite,compact,0,Rover,245,1854,67,965,5,4,411.5,158,137,10,NA,14,12,161,12.5,4181.4599609375
75,Belgium,Japan,toyota,starlet,subcompact,0,Toyota,4191,993,34,680,4,2,369.5,145,138,7,NA,10,8.5,140,NA,2275.10400390625
75,Belgium,Japan,toyota,corolla,compact,0,Toyota,15434,1168,42.5,820,4,2,399.5,157,137.5,8.100000381469727,NA,8.100000381469727,8.100000381469727,140,NA,2560.361572265625
75,Belgium,Japan,toyota,carina,intermediate,0,Toyota,1666,1588,58,955,5,2,420,159.5,138.5,9,11,NA,11,165,NA,2880.40673828125
75,Belgium,Japan,toyota,crown,standard,0,Toyota,655,1994,81,1285,6,4,469,169,144,11.699999809265137,11.699999809265137,11.699999809265137,NA,150,NA,4480.6328125
75,Belgium,Germany,VW,polo,subcompact,0,VW,1833,895,29,685,4,2,350,156,134.5,7.300000190734863,NA,7.300000190734863,7.300000190734863,132,21.200000762939453,2607.672607421875
75,Belgium,Germany,VW,golf,compact,0,VW,10957,1093,37,750,5,3,370.5,161,141,8,NA,8,8,140,16.5,2888.755859375
75,Belgium,Germany,VW,passat,intermediate,0,VW,3757,1297,44,860,5,2,419,160,136,8.600000381469727,NA,8.600000381469727,8.600000381469727,145,16.5,3615.119140625
75,Belgium,Germany,VW,kaefer,subcompact,0,VW,2346,1192,25,760,4,2,406,155,150,7.5,NA,7.5,7.5,115,19.5,2389.20703125
75,Belgium,Sweden,volvo,240,standard,0,Volvo,6456,1986,60.5,1250,5,4,490,171,143.5,10,NA,13,11.5,150,NA,5193.0810546875
75,Belgium,France,talbot,simca,subcompact,0,TalbotSimcaHillmanSunbeam,11062,1118,42.5,910,4,3,394,159,145.5,8.800000190734863,NA,8.800000190734863,8.800000190734863,138,18.299999237060547,2804.542236328125
