ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
71,Belgium,Germany,audi,100/200,standard,0,VW,1850,1760,59,1050,5,4,459,173,142,8.899999618530273,8.899999618530273,8.899999618530273,NA,160,13.5,3297.50439453125
71,Belgium,France,citroen,2CV6,subcompact,0,Fiat,3987,435,17.5,560,4,5,383,148,160,5.400000095367432,5.400000095367432,NA,5.400000095367432,102,NA,1256.179931640625
71,Belgium,France,citroen,GSA,intermediate,0,Fiat,3677,1015,41,880,5,4,412,161,135,9.300000190734863,9.300000190734863,NA,9.300000190734863,147,NA,2382.1005859375
71,Belgium,France,citroen,dyane,subcompact,0,Fiat,5609,435,17.5,590,4,5,387,150,154,5.400000095367432,5.400000095367432,NA,5.400000095367432,104,NA,1356.4383544921875
71,Belgium,Italy,fiat,128,subcompact,0,Fiat,7745,1116,40.5,785,5,2,385.5,159,142,8,NA,8,8,140,19.100000381469727,1825.6788330078125
71,Belgium,Germany,ford,escort,compact,0,Ford,8353,1098,32.5,805,5,2,398,157,140.5,8.300000190734863,8.300000190734863,NA,8.300000190734863,126,26.700000762939453,1687.2144775390625
71,Belgium,Belgium,ford,taunus,intermediate,0,Ford,12922,1294,43.5,950,5,2,427,170,137,NA,9,9,9,138,20.700000762939453,2076.966064453125
71,Belgium,Italy,lancia,a112,subcompact,0,Lancia,1112,903,32.5,670,4,2,323,148,134,7.199999809265137,7.199999809265137,NA,7.199999809265137,135,18,1793.626953125
71,Belgium,Germany,mercedes,200,luxury,0,Mercedes,4904,1988,70,1330,5,4,468.5,177,144,9,NA,14,11.5,160,15.199999809265137,4384.70654296875
71,Belgium,Germany,opel,kadet,compact,0,GeneralMotors,6447,1078,33,750,5,2,410.5,157.5,140,NA,7.900000095367432,7.900000095367432,7.900000095367432,130,21.5,1743.6258544921875
71,Belgium,Germany,opel,ascona,intermediate,0,GeneralMotors,6011,1584,50.5,910,5,2,412.5,162.5,138.5,10,10,10,NA,145,18,2243.63623046875
71,Belgium,Germany,opel,record,standard,0,GeneralMotors,5941,1492,37,1065,5,2,456.5,172,140.5,9,11,NA,10.833333015441895,143,20,2366.7158203125
71,Belgium,Germany,opel,commodor,standard,0,GeneralMotors,998,2490,95.5,1220,5,2,460.5,173,141.5,NA,11.199999809265137,11.300000190734863,11.166666984558105,180,9.100000381469727,3392.3779296875
71,Belgium,France,peugeot,504,standard,0,Peugeot,5947,1971,64,1230,6,4,449,169,146,11.899999618530273,11.899999618530273,NA,11.899999618530273,162,NA,3264.170166015625
71,Belgium,France,peugeot,304,compact,0,Peugeot,2252,1288,43,915,5,4,414,157,141,10.100000381469727,10.100000381469727,10.100000381469727,NA,150,15.600000381469727,2597.48974609375
71,Belgium,France,renault,4,subcompact,0,Renault,7632,845,20,635,4,5,367,148.5,155,5.5,6,NA,5.833333492279053,110,NA,1305.1552734375
71,Belgium,France,renault,16,compact,0,Renault,5379,1565,49.5,1010,6,5,423.5,165,145,8.5,10,11.5,NA,150,NA,2366.7158203125
71,Belgium,France,renault,6,subcompact,0,Renault,6245,845,25,750,4,5,385,154,150,7,NA,7,7,120,NA,1697.4710693359375
71,Belgium,France,renault,12,subcompact,0,Renault,5343,1289,39.5,880,5,4,434,163.5,143.5,8.25,8.25,8.25,NA,140,17,2100.04345703125
71,Belgium,UK,rover,mini,subcompact,0,Rover,4407,848,25.5,634,4,2,305,141,135,7.5,7.5,NA,7.5,118,26,1564.135009765625
71,Belgium,Sweden,saab,99,standard,0,Saab,522,1698,89,1070,5,2,435.5,167.5,145,9,9,NA,9,155,14.5,3428.276123046875
71,Belgium,Japan,toyota,corolla,compact,0,Toyota,11975,1166,48.5,730,4,2,394.5,150.5,137.5,8.100000381469727,8.100000381469727,NA,8.100000381469727,145,NA,1869.26953125
71,Belgium,Germany,VW,kaefer,subcompact,0,VW,14668,1192,25,760,4,2,407,155,150,7.5,NA,7.5,7.5,115,37,1556.4425048828125
71,Belgium,France,talbot,simca,subcompact,0,TalbotSimcaHillmanSunbeam,5807,1118,44,910,4,3,392,159,146,8.5,NA,8.5,8.5,146,NA,1761.574951171875
71,Belgium,France,talbot,180,intermediate,0,TalbotSimcaHillmanSunbeam,3324,1639,59,1065,5,4,445.5,173,143,NA,11.5,13,11.5,156,NA,2607.746337890625
71,Belgium,Italy,alfa romeo,1750,intermediate,0,AlfaRomeo,469,1779,75,1110,5,4,439,156.5,143,11.600000381469727,11.600000381469727,11.600000381469727,NA,180,NA,3332.120361328125
71,Belgium,Italy,alfa romeo,2000,intermediate,0,AlfaRomeo,240,1962,98,1110,5,4,439,156.5,143,NA,12.100000381469727,12.100000381469727,12.100000381469727,190,NA,4127.0087890625
71,Belgium,Italy,alfa romeo,giulia,compact,0,AlfaRomeo,979,1290,60.5,1010,5,4,416,156,143,10.300000190734863,12.399999618530273,14.5,NA,160,13.399999618530273,2703.90234375
71,Belgium,Germany,audi,1200,compact,0,VW,160,1177,40.5,710,5,2,400,150,139,7,8,8.5,NA,144,14.5,2148.762451171875
