ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
90,Belgium,Italy,alfa romeo,33,compact,0,Fiat,2689,1351,63,940,5,5,407.5,161.5,135,7.800000190734863,7.800000190734863,7.800000190734863,NA,176,10.300000190734863,9353.3203125
90,Belgium,Italy,alfa romeo,75,intermediate,0,Fiat,1064,1570,79,1090,5,4,433,163,140,NA,9.399999618530273,9.399999618530273,9.399999618530273,180,11.300000190734863,12197.0849609375
90,Belgium,Italy,alfa romeo,164,luxury,0,Fiat,895,1962,109,1200,5,4,455.5,176,140,8.300000190734863,8.300000190734863,NA,8.300000190734863,210,9.199999809265137,19995.22265625
90,Belgium,Germany,audi,80/90,intermediate,0,VW,13568,1781,66,1050,5,4,439.5,169.5,139.5,7.599999904632568,NA,7.599999904632568,7.599999904632568,182,12.399999618530273,12332.6083984375
90,Belgium,Germany,audi,100/200,standard,0,VW,4840,1781,66,1160,5,4,479.5,181.5,142,8.100000381469727,8.100000381469727,NA,8.100000381469727,176,12.600000381469727,14754.251953125
90,Belgium,Germany,BMW,3,standard,0,BMW,5428,1596,75,1080,5,2,432.5,164.5,138,8.5,8.5,NA,8.5,182,12.100000381469727,12974.6767578125
90,Belgium,Germany,BMW,5,luxury,0,BMW,5067,1990,110,1425,5,4,472,175,141,NA,9.800000190734863,9.800000190734863,9.800000190734863,211,10,24038.69921875
90,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,1381,600,21,585,4,5,383,148,160,6.099999904632568,NA,6.099999904632568,6.099999904632568,115,33.5,3987.935791015625
90,Belgium,France,citroen,AX,subcompact,0,Peugeot,11759,1000,33,640,5,3,349.5,155,135.5,5,NA,5,5,145,17.899999618530273,5907.47705078125
90,Belgium,France,citroen,BX,intermediate,0,Peugeot,13036,1400,53,900,5,5,424,168,136,6.900000095367432,NA,6.900000095367432,6.900000095367432,167,13.100000381469727,9862.087890625
90,Belgium,France,citroen,XM,standard,0,Peugeot,6149,2000,85,1280,5,5,471,179.5,139,8.300000190734863,8.300000190734863,NA,8.300000190734863,193,12.199999809265137,15996.177734375
90,Belgium,France,citroen,CX,standard,0,Peugeot,200,2000,77,1355,5.800000190734863,5,493,177,146,9.300000190734863,9.300000190734863,NA,9.300000190734863,165,12.399999618530273,15374.103515625
90,Belgium,Japan,daihatsu,domino,subcompact,0,Toyota,390,846,32,595,4,3,319.5,139.5,139.5,5.400000095367432,5.400000095367432,NA,5.400000095367432,135,15.699999809265137,4687.7685546875
90,Belgium,Japan,daihatsu,charade,subcompact,0,Toyota,1523,986,40,680,4.5,3,361,160,138.5,5.699999809265137,NA,5.699999809265137,5.699999809265137,145,14,5658.64794921875
90,Belgium,Japan,daihatsu,applause,intermediate,0,Toyota,519,1600,67,920,5,5,426,166,137.5,7,7,NA,7,175,10.800000190734863,9986.501953125
90,Belgium,Italy,fiat,126,subcompact,0,Fiat,202,703,19,620,4,3,310.5,137.5,134.5,5.099999904632568,NA,5.099999904632568,5.099999904632568,116,33,3887.959716796875
90,Belgium,Italy,fiat,panda,subcompact,0,Fiat,1748,750,25,700,5,3,341,149.5,142,5.599999904632568,5.599999904632568,5.599999904632568,NA,125,23,4618.89599609375
90,Belgium,Italy,fiat,uno,subcompact,0,Fiat,7159,903,33,740,5,3,369,156,142,6.199999809265137,6.199999809265137,6.199999809265137,NA,140,17.899999618530273,5552.00634765625
90,Belgium,Italy,fiat,tipo,compact,0,Fiat,5382,1400,53,945,5,5,396,170,144.5,7.099999904632568,NA,7.099999904632568,7.099999904632568,161,13,8198.041015625
90,Belgium,Italy,fiat,tempra,intermediate,0,Fiat,790,1400,57,1030,5,4,435.5,169.5,144.5,7.300000190734863,7.300000190734863,NA,7.300000190734863,172,13.399999618530273,9220.0185546875
90,Belgium,Italy,fiat,regatta,intermediate,0,Fiat,70,1301,48,890,5,4,425,165,142,6.900000095367432,NA,6.900000095367432,6.900000095367432,155,13.5,8375.7763671875
90,Belgium,Italy,fiat,croma,standard,0,Fiat,1298,1585,63,1150,5,5,449.5,176,143,7.400000095367432,7.400000095367432,NA,7.400000095367432,170,14,11308.4091796875
90,Belgium,Germany,ford,fiesta,subcompact,0,Ford,13588,957,33,770,5,3,374,161,132.5,NA,5.699999809265137,5.699999809265137,5.699999809265137,139,20.200000762939453,6265.16943359375
90,Belgium,Germany,ford,escort,compact,0,Ford,10885,1297,46,840,5,3,402,164,137,NA,6.699999809265137,6.699999809265137,6.699999809265137,157,15.399999618530273,8081.40234375
90,Belgium,Germany,ford,orion,compact,0,Ford,4029,1300,46,875,5,4,421.5,164,140,NA,5.699999809265137,5.699999809265137,5.699999809265137,157,15.800000190734863,8914.5361328125
90,Belgium,Belgium,ford,sierra,intermediate,0,Ford,10822,1600,55,1040,5,4,446.5,170,136,NA,8.199999809265137,8.199999809265137,8.199999809265137,167,14.100000381469727,10219.7802734375
90,Belgium,Germany,ford,scorpio,standard,0,Ford,2849,1993,80,1253,5,4,467,176,144,7.5,7.5,NA,7.5,185,11.699999809265137,14357.6796875
90,Belgium,Japan,honda,civic,compact,0,Honda,4001,1343,55,830,5,3,399.5,168,133,NA,6.800000190734863,6.800000190734863,6.800000190734863,168,11.699999809265137,8573.5068359375
90,Belgium,UK,honda,concerto,intermediate,0,Honda,981,1600,77,990,5,5,441.5,169,141.5,8.300000190734863,NA,8.300000190734863,8.300000190734863,185,NA,11086.2392578125
90,Belgium,Japan,honda,accord,standard,0,Honda,1596,1598,73,1150,5,2,468.5,169.5,139,8.600000381469727,8.600000381469727,8.600000381469727,NA,178,NA,12841.3759765625
