ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
82,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,1113,1570,80,1120,4,3,438.5,164,143,6.800000190734863,9,11.899999618530273,NA,174,NA,7246.841796875
82,Belgium,Italy,alfa romeo,giulletta,intermediate,0,AlfaRomeo,1282,1570,80,1070,5,4,421,165,140,NA,9.600000381469727,13.199999809265137,10.133333206176758,175,NA,6883.28759765625
82,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,1630,1351,58,895,5,3,399.5,159,137,6.699999809265137,NA,11.600000381469727,9.066666603088379,160,NA,5186.70263671875
82,Belgium,Germany,audi,80/90,intermediate,0,VW,7704,1296,44,950,5,4,438.5,168,136.5,5.099999904632568,7.099999904632568,NA,6.666666507720947,150,15.5,5882.302734375
82,Belgium,Germany,audi,100/200,standard,0,VW,2742,1588,63,1090,5,4,468.5,177,139,6.5,8.800000190734863,NA,9.166666984558105,160,13.399999618530273,7605.54833984375
82,Belgium,Germany,BMW,3,standard,0,BMW,7644,1573,55,1010,5,2,435.5,161,138,6.800000190734863,9,NA,8.766666412353516,154,14.800000190734863,6114.97705078125
82,Belgium,Germany,BMW,5,luxury,0,BMW,4201,1766,66,1160,5,4,462,170,141.5,NA,9.5,11.100000381469727,9.199999809265137,164,14,8359.31640625
82,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,6465,602,21.5,585,4,5,383,148,160,5.400000095367432,NA,6.800000190734863,6.099999904632568,115,33.5,2462.471923828125
82,Belgium,France,citroen,CX,standard,0,Peugeot,3458,1995,78,1235,5,4,466,177,136,7.900000095367432,9.699999809265137,NA,9.866666793823242,176,12.100000381469727,9258.5068359375
82,Belgium,France,citroen,visa,subcompact,0,Peugeot,5913,652,25.5,745,4.5,5,369,151,141,5.800000190734863,6.800000190734863,NA,6.800000190734863,124,26.200000762939453,3574.947021484375
82,Belgium,France,citroen,LNA,subcompact,0,Peugeot,490,652,25.5,710,4,3,340,152,138,5.699999809265137,6.400000095367432,NA,6.400000095367432,126,23.799999237060547,3417.406982421875
82,Belgium,France,citroen,GSA,intermediate,0,Peugeot,4902,1129,42,920,5,5,419.5,163,135,6.300000190734863,NA,8.5,7.633333683013916,150,16.200000762939453,4738.3193359375
82,Belgium,France,citroen,dyane,subcompact,0,Peugeot,2098,602,22,610,4,5,387,150,154,5.400000095367432,NA,6.800000190734863,6.099999904632568,121,NA,3019.92138671875
82,Belgium,Japan,daihatsu,domino,subcompact,0,Toyota,228,548,20.5,535,4,3,319.5,139.5,137,5,6.5,NA,6.5,110,NA,3122.92822265625
82,Belgium,Japan,daihatsu,charade,subcompact,0,Toyota,758,993,37,640,4.5,3,355,155,140,6,NA,10,8,140,NA,3634.327392578125
