ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
76,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,1296,1749,90,1040,5,4,424,166.5,133,9.199999809265137,NA,9.199999809265137,9.199999809265137,175,NA,6273.025390625
76,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,1990,1186,46,860,5,4,393.5,153,137,7.599999904632568,7.599999904632568,7.599999904632568,NA,150,13.600000381469727,3690.8505859375
76,Belgium,Germany,audi,80/90,intermediate,0,VW,3485,1297,44,835,5,2,419,160,136,NA,8.600000381469727,8.600000381469727,8.600000381469727,145,16.5,4489.25634765625
76,Belgium,Germany,audi,100/200,standard,0,VW,1602,1588,63,1050,5,2,461,173,142,NA,8.899999618530273,8.899999618530273,8.899999618530273,160,13.5,5269.19384765625
76,Belgium,Germany,BMW,3,standard,0,BMW,4451,1573,66,1010,5,2,435.5,161,138,NA,9.899999618530273,9.899999618530273,9.899999618530273,160,13.800000190734863,5327.4404296875
76,Belgium,Germany,BMW,5,luxury,0,BMW,2398,1766,66,1230,5,4,462,169,142.5,9.800000190734863,9.800000190734863,NA,9.800000190734863,160,13.899999618530273,6407.134765625
76,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,6422,435,18,560,4,4,383,148,160,5.800000190734863,5.800000190734863,5.800000190734863,NA,102,33.5,1986.0697021484375
76,Belgium,France,citroen,CX,standard,0,Peugeot,4672,1985,75,1265,5,4,466,173,136,NA,8.199999809265137,8.199999809265137,8.199999809265137,174,13.100000381469727,6532.15234375
76,Belgium,France,citroen,dyane,subcompact,0,Peugeot,4980,602,24,600,4,5,387,150,154,6.099999904632568,6.099999904632568,6.099999904632568,NA,120,NA,2412.264892578125
76,Belgium,France,citroen,G special,intermediate,0,Peugeot,8096,1015,40.5,930,5,5,412,161,135,9.300000190734863,9.300000190734863,9.300000190734863,NA,151,16.100000381469727,3692.271240234375
76,Belgium,Italy,fiat,126,subcompact,0,Fiat,2409,594,17,580,4,2,305.5,137.5,133.5,5.400000095367432,5.400000095367432,5.400000095367432,NA,105,47,1959.077392578125
76,Belgium,Italy,fiat,127,subcompact,0,Fiat,6603,903,34.5,705,5,2,359.5,152.5,137,7.699999809265137,NA,7.699999809265137,7.699999809265137,140,17.5,2697.815673828125
76,Belgium,Italy,fiat,argenta,intermediate,0,Fiat,1723,1592,72,1080,5,4,438.5,164,142.5,NA,10.100000381469727,10.100000381469727,10.100000381469727,165,12.5,4459.4228515625
76,Belgium,Italy,fiat,131F,compact,0,Fiat,6688,1297,48,965,5,2,424,163,140,9,10,11,NA,150,16.200000762939453,3692.271240234375
76,Belgium,Italy,fiat,128,subcompact,0,Fiat,8054,1116,40.5,785,5,2,384,159,142,8,8,NA,8,140,16.200000762939453,2950.691650390625
76,Belgium,Germany,ford,escort,compact,0,Ford,19127,1097,35.5,875,5,2,398,159.5,138.5,8.300000190734863,8.300000190734863,NA,8.300000190734863,127,28.399999618530273,2858.349365234375
76,Belgium,Germany,ford,granada,standard,0,Ford,8124,1699,55,1190,5,2,457,179,137,11.100000381469727,11.100000381469727,NA,11.100000381469727,145,19.200000762939453,4492.09765625
76,Belgium,Belgium,ford,taunus,intermediate,0,Ford,15577,1294,43.5,1020,5,2,434,170,136,9.300000190734863,NA,9.300000190734863,9.300000190734863,140,21.299999237060547,3827.233154296875
76,Belgium,Japan,honda,civic,compact,0,Honda,8140,1169,37,615,5,2,340.5,150.5,132.5,7,8.5,NA,8.5,140,14,2951.97021484375
76,Belgium,Italy,lancia,a112,subcompact,0,Fiat,1660,903,31,655,4,2,320,148,134,6,7,8,NA,135,16,2838.460205078125
76,Belgium,Italy,lancia,beta,intermediate,0,Fiat,703,1296,62.5,1080,5,4,429.5,169,140,8.600000381469727,8.600000381469727,8.600000381469727,NA,160,14.5,5540.5380859375
76,Belgium,Japan,mazda,626,intermediate,0,Mazda,2369,1586,55,895,5,4,426,158,142,NA,10.5,13,10.5,160,NA,3618.681640625
76,Belgium,Japan,mazda,929,standard,0,Mazda,2547,1769,61,1000,5,4,440.5,166.5,138,9,NA,13,11,165,NA,4117.0458984375
76,Belgium,Germany,mercedes,200,luxury,0,Mercedes,8124,1968,70.5,1340,5,4,472.5,178.5,144,9,12,NA,12,160,15.199999809265137,8296.6005859375
76,Belgium,Japan,mitsubishi,lancer,intermediate,0,Mitsubishi,2630,1238,50,820,5,4,396,152.5,136,8,NA,11,9.5,150,NA,3124.295166015625
76,Belgium,Japan,mitsubishi,galant,intermediate,0,Mitsubishi,2094,1597,62.5,930,5,4,420,160,139.5,9,NA,14,11.5,155,NA,4005.0986328125
76,Belgium,Japan,mitsubishi,celeste,compact,0,Mitsubishi,1388,1597,62.5,930,5,3,396,152.5,136,NA,11.5,14,11.5,160,NA,4346.0546875
76,Belgium,Japan,nissan,sunny,compact,0,Nissan,3334,1171,38,815,5,4,395,154.5,139,8,10,NA,10,150,NA,3548.78564453125
