ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
81,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,844,1962,96,1140,4,3,438.5,164,143,6.900000095367432,9.5,NA,10.100000381469727,185,NA,9960.578125
81,Belgium,Italy,alfa romeo,giulletta,intermediate,0,AlfaRomeo,918,1570,80,1070,5,4,421,165,140,7.599999904632568,9.600000381469727,13,NA,175,NA,7681.02880859375
81,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,1422,1186,46,915,5,3,399.5,159,137,NA,8.699999809265137,11.5,8.899999618530273,150,13.600000381469727,4587.5576171875
81,Belgium,Germany,audi,80/90,intermediate,0,VW,6366,1297,44,890,5,4,438.5,168,136.5,6.599999904632568,NA,10.300000190734863,8.666666984558105,145,17.5,6169.86669921875
81,Belgium,Germany,audi,100/200,standard,0,VW,3563,1588,63,1090,5,4,468.5,177,139,6.800000190734863,NA,12.100000381469727,9.333333969116211,160,13.399999618530273,7535.888671875
81,Belgium,Germany,BMW,3,standard,0,BMW,7102,1573,55,1010,5,2,435.5,161,138,6.800000190734863,NA,10.5,8.766666412353516,154,14.800000190734863,6258.0888671875
81,Belgium,Germany,BMW,5,luxury,0,BMW,2655,1766,66,1160,5,4,462,170,141.5,7.400000095367432,9.800000190734863,11.300000190734863,NA,160,14.800000190734863,6247.2744140625
81,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,4989,602,21.5,560,4,5,383,148,160,NA,6.099999904632568,6.800000190734863,6.099999904632568,115,33.5,2646.66796875
81,Belgium,France,citroen,CX,standard,0,Peugeot,3776,1995,77,1235,5,4,467,175,136,7.900000095367432,NA,12,9.866666793823242,176,12.100000381469727,7797.7099609375
81,Belgium,France,citroen,visa,subcompact,0,Peugeot,5589,652,25.5,735,4.5,5,369,151,141,5.800000190734863,NA,7.800000190734863,6.800000190734863,124,26.200000762939453,3841.937255859375
81,Belgium,France,citroen,LNA,subcompact,0,Peugeot,583,652,25.5,710,4,3,340,152,138,5.699999809265137,NA,7.099999904632568,6.400000095367432,126,23.799999237060547,3611.421142578125
81,Belgium,France,citroen,GSA,intermediate,0,Peugeot,5313,1129,41,955,5,5,419.5,163,135,NA,8.100000381469727,9.5,7.9666666984558105,150,16.200000762939453,5094.12451171875
81,Belgium,France,citroen,dyane,subcompact,0,Peugeot,2679,602,21,600,4,5,387,150,154,NA,6.099999904632568,6.800000190734863,6.099999904632568,121,NA,3244.302734375
81,Belgium,Japan,daihatsu,domino,subcompact,0,Toyota,173,547,19,535,4,3,319.5,139.5,137,5,NA,8,6.5,110,NA,2675.126708984375
81,Belgium,Japan,daihatsu,charade,subcompact,0,Toyota,1134,993,37,630,4.5,3,346,152,136,NA,8,10,8,140,NA,3896.009033203125
81,Belgium,Italy,fiat,126,subcompact,0,Fiat,435,652,17.5,580,4,2,305.5,137.5,133.5,NA,6.699999809265137,7.300000190734863,6.699999809265137,105,50,2490.14453125
81,Belgium,Italy,fiat,panda,subcompact,0,Fiat,3455,903,33,680,5,3,338,146,144.5,5.099999904632568,6.900000095367432,NA,6.666666507720947,140,19.100000381469727,2593.165283203125
81,Belgium,Italy,fiat,ritmo,compact,0,Fiat,6102,1049,44,860,5,3,394,165,140,7.099999904632568,NA,9.5,8.666666030883789,145,17.100000381469727,3839.091552734375
81,Belgium,Italy,fiat,127,subcompact,0,Fiat,3727,903,33,795,5,3,371,153.5,137,5.800000190734863,7.900000095367432,NA,7.366666793823242,135,19.100000381469727,3497.5859375
81,Belgium,Italy,fiat,argenta,intermediate,0,Fiat,1697,1592,72,1140,5,4,445,165,142,7.199999809265137,NA,12.399999618530273,9.800000190734863,165,12.699999809265137,6201.17138671875
81,Belgium,Italy,fiat,131F,compact,0,Fiat,3661,1367,51,1000,5,5,426.5,164.5,141,NA,9.399999618530273,10,8.833333015441895,150,16,4948.984375
81,Belgium,Germany,ford,fiesta,subcompact,0,Ford,8401,957,29.5,715,5,3,365,156.5,136,5.599999904632568,8.199999809265137,7.900000095367432,NA,131,19.700000762939453,3506.12353515625
