ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
77,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,1894,1779,87,1060,5,4,428,162,143,6.5,10,NA,10,180,NA,7269.17724609375
77,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,2023,1186,46,860,5,4,389,159,137,NA,7.199999809265137,7.199999809265137,7.199999809265137,150,13.600000381469727,4092.2998046875
77,Belgium,Germany,audi,80/90,intermediate,0,VW,3111,1297,44,845,5,2,422.5,160,136,8.800000190734863,NA,8.800000190734863,8.800000190734863,145,16.5,5095.048828125
77,Belgium,Germany,audi,100/200,standard,0,VW,5211,1588,63,1110,5,4,468,177,139.5,8.899999618530273,NA,8.899999618530273,8.899999618530273,160,13.399999618530273,6320.630859375
77,Belgium,Germany,BMW,3,standard,0,BMW,5405,1573,66,1020,5,2,435.5,161,138,9.899999618530273,NA,9.899999618530273,9.899999618530273,160,13.800000190734863,6167.056640625
77,Belgium,Germany,BMW,5,luxury,0,BMW,2988,1766,66,1240,5,4,462,169,142.5,9.800000190734863,9.800000190734863,9.800000190734863,NA,160,13.899999618530273,7347.47021484375
77,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,214,435,18,560,4,4,383,148,160,NA,5.800000190734863,5.800000190734863,5.800000190734863,102,NA,2104.869384765625
77,Belgium,France,citroen,CX,standard,0,Peugeot,5991,1985,75,1265,5,4,466,173,136,8.199999809265137,NA,10.199999809265137,9.533332824707031,174,12.800000190734863,6922.8828125
77,Belgium,France,citroen,LNA,subcompact,0,Peugeot,2061,602,24,705,4,3,338,122,137,5.900000095367432,NA,5.900000095367432,5.900000095367432,120,29.299999237060547,3098.584716796875
77,Belgium,France,citroen,GSA,intermediate,0,Peugeot,7995,1015,40.5,925,5,4,412,161,135,6.5,8.699999809265137,8.699999809265137,NA,149,17,4245.8740234375
77,Belgium,France,citroen,dyane,subcompact,0,Peugeot,4446,602,24,600,4,5,387,150,154,NA,6.099999904632568,6.099999904632568,6.099999904632568,120,NA,2664.963623046875
77,Belgium,Italy,fiat,126,subcompact,0,Fiat,2606,594,17,580,4,2,305.5,137.5,133.5,NA,5.400000095367432,5.400000095367432,5.400000095367432,105,50,2106.375244140625
77,Belgium,Italy,fiat,127,subcompact,0,Fiat,6761,903,33,705,5,2,364.5,152.5,136,6.900000095367432,6.900000095367432,NA,6.900000095367432,135,19,3009.752685546875
77,Belgium,Italy,fiat,argenta,intermediate,0,Fiat,2991,1592,72,1105,5,4,439,164,143.5,9.800000190734863,NA,9.800000190734863,9.800000190734863,165,11.800000190734863,5418.75927734375
77,Belgium,Italy,fiat,131F,compact,0,Fiat,5585,1297,48,1015,5,4,426.5,165,140,NA,8.899999618530273,8.899999618530273,8.899999618530273,150,16.200000762939453,4003.4677734375
77,Belgium,Italy,fiat,128,subcompact,0,Fiat,7621,1116,40.5,805,5,4,384,159,142,7.599999904632568,7.599999904632568,7.599999904632568,NA,140,17.5,3310.87841796875
77,Belgium,Germany,ford,fiesta,subcompact,0,Ford,7936,957,29.5,715,5,3,356.5,156.5,136,6.900000095367432,6.900000095367432,6.900000095367432,NA,131,19.700000762939453,3280.765869140625
77,Belgium,Germany,ford,escort,compact,0,Ford,13628,1097,35.5,905,5,4,398,159.5,138.5,8,8,8,NA,127,28.399999618530273,3121.169189453125
77,Belgium,Germany,ford,granada,standard,0,Ford,7551,1699,55,1750,5,4,463.5,179,142,10.699999809265137,10.699999809265137,10.699999809265137,NA,147,17.700000762939453,5110.10498046875
77,Belgium,Belgium,ford,taunus,intermediate,0,Ford,16554,1293,43.5,1040,5,4,434,170,136.5,9.300000190734863,9.5,NA,9.433333396911621,140,19.5,4178.12060546875
77,Belgium,Japan,honda,civic,compact,0,Honda,10190,1238,40.5,720,5,4,365.5,150.5,132.5,7,8.5,10,NA,NA,14,3255.47119140625
77,Belgium,Japan,honda,accord,standard,0,Honda,3987,1600,59,835,5,4,410.5,162,134,9,11.5,NA,11.5,147,NA,4682.50634765625
77,Belgium,Italy,lancia,a112,subcompact,0,Fiat,1248,903,31,655,5,3,320,148,136,NA,6.300000190734863,6.300000190734863,6.300000190734863,135,NA,3008.2470703125
77,Belgium,Italy,lancia,beta,intermediate,0,Fiat,808,1298,62.5,1080,5,4,429.5,170.5,140,NA,8.800000190734863,8.800000190734863,8.800000190734863,160,14.5,6007.4599609375
77,Belgium,Japan,mazda,323,compact,0,Mazda,4258,985,33,825,5,5,382,159.5,137.5,NA,9,10,9,125,NA,3246.136474609375
77,Belgium,Japan,mazda,626,intermediate,0,Mazda,1221,1586,55,965,5,4,426,158,142,8,NA,13,10.5,150,NA,3835.138427734375
77,Belgium,Japan,mazda,929,standard,0,Mazda,1881,1769,61,1065,5,4,440,166,141,9,11,NA,11,155,NA,4494.302734375
77,Belgium,Germany,mercedes,200,luxury,0,Mercedes,7518,1988,69,1340,5,4,472.5,178.5,144,9,12,15,NA,160,15.199999809265137,8551.9736328125
77,Belgium,Japan,mitsubishi,lancer,intermediate,0,Mitsubishi,2647,1238,40.5,840,5,4,399.5,153.5,136,7.400000095367432,7.400000095367432,NA,7.400000095367432,145,NA,3431.6298828125
77,Belgium,Japan,mitsubishi,galant,intermediate,0,Mitsubishi,3928,1597,55,985,5,4,433,165,136,9,11.5,NA,11.5,150,NA,4907.146484375
77,Belgium,Japan,mitsubishi,celeste,compact,0,Mitsubishi,1239,1597,55,895,5,4,399.5,153.5,136,9,NA,14,11.5,155,NA,4816.80859375
77,Belgium,Japan,nissan,sunny,compact,0,Nissan,3277,1171,38,800,5,4,394,158,137,8,10,12,NA,150,NA,3399.71044921875
77,Belgium,Japan,nissan,bluebird,intermediate,0,Nissan,2295,1770,65,1025,5,4,435.5,163,139,9.5,9.5,9.5,NA,165,NA,5116.1279296875
77,Belgium,Japan,nissan,cherry,subcompact,0,Nissan,6559,988,33,760,5,4,384,150,134.5,NA,9,11,9,140,NA,3309.372802734375
77,Belgium,Japan,nissan,cedric,standard,0,Nissan,907,2565,87,1450,6,4,478.5,170.5,144,10,NA,15,12.5,165,NA,7738.93359375
77,Belgium,Japan,nissan,violet,intermediate,0,Nissan,823,1428,59.5,870,5,4,408,160,139,8,8,NA,8,145,NA,4236.84033203125
77,Belgium,Germany,opel,kadet,compact,0,GeneralMotors,10840,1196,40.5,805,5,4,412.5,158,137.5,8.199999809265137,8.199999809265137,NA,8.199999809265137,138,19,3514.138427734375
77,Belgium,Germany,opel,ascona,intermediate,0,GeneralMotors,9611,1196,40.5,915,5,4,432,167,138,7.900000095367432,NA,7.900000095367432,7.900000095367432,142,19,4194.6826171875
77,Belgium,Germany,opel,record,standard,0,GeneralMotors,10196,1698,44,1100,5,4,459.5,172.5,142,NA,9.800000190734863,9.800000190734863,9.800000190734863,146,20.5,4772.84423828125
77,Belgium,Germany,opel,commodor,standard,0,GeneralMotors,379,2490,84.5,1220,5,4,465,173,142,10,12.5,NA,12.5,180,12,6587.12744140625
77,Belgium,UK,opel,chevette,subcompact,0,GeneralMotors,1693,1256,43.5,855,5,4,419,157,131,NA,9.100000381469727,9.100000381469727,9.100000381469727,146,14.600000381469727,3330.45166015625
77,Belgium,France,peugeot,104,subcompact,0,Peugeot,3604,954,33,795,5,5,358,152,140,6,8.5,NA,7.666666507720947,135,19.299999237060547,3688.791259765625
77,Belgium,France,peugeot,604,standard,0,Peugeot,1240,2664,100,1390,5,4,472,177,143,NA,11.300000190734863,11.300000190734863,10.533333778381348,182,10,9166.26953125
