ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
79,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,920,1962,90,1080,4,3,421,166,133,NA,9.600000381469727,13.399999618530273,9.966667175292969,185,NA,10572.853515625
79,Belgium,Italy,alfa romeo,giulletta,intermediate,0,AlfaRomeo,1127,1357,70,1070,5,4,421,165,140,7.300000190734863,NA,10.199999809265137,9,165,NA,7247.0107421875
79,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,2088,1186,46,860,5,4,389,159,137,7.199999809265137,7.199999809265137,NA,7.199999809265137,150,13.600000381469727,4652.853515625
79,Belgium,Germany,audi,80/90,intermediate,0,VW,4051,1297,44,910,5,4,438.5,168,136.5,7,9.399999618530273,9.899999618530273,NA,145,17.5,6492.04443359375
79,Belgium,Germany,audi,100/200,standard,0,VW,5479,1588,63,1110,5,4,468,177,139.5,8.899999618530273,8.899999618530273,8.899999618530273,NA,160,13.399999618530273,8281.34765625
79,Belgium,Germany,BMW,3,standard,0,BMW,6386,1573,66,1020,5,2,435.5,161,138,6.699999809265137,9.199999809265137,11.100000381469727,NA,160,13.800000190734863,7190.4716796875
79,Belgium,Germany,BMW,5,luxury,0,BMW,3602,1766,66,1240,5,4,462,169,142.5,7.800000190734863,NA,12.600000381469727,10.333333969116211,160,14.800000190734863,8584
79,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,4772,602,19,560,4,4,383,148,160,6,6.900000095367432,NA,6.599999904632568,110,NA,2567.550537109375
79,Belgium,France,citroen,CX,standard,0,Peugeot,5472,1985,75,1230,5,4,467,175,136,7.900000095367432,9.699999809265137,12,NA,176,12.100000381469727,8361.16796875
79,Belgium,France,citroen,visa,subcompact,0,Peugeot,5285,652,26,735,4,5,369,151,141,5.800000190734863,7.699999809265137,7.699999809265137,NA,124,26.200000762939453,3974.3818359375
79,Belgium,France,citroen,LNA,subcompact,0,Peugeot,1409,652,26,710,4,3,340,152,138,5.699999809265137,7.199999809265137,7.199999809265137,NA,125,23.799999237060547,3823.055908203125
