ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
83,Belgium,Italy,alfa romeo,33,compact,0,AlfaRomeo,729,1351,58,890,5,5,401.5,161,130.5,NA,7.900000095367432,9.600000381469727,7.766666889190674,165,NA,6078.4267578125
83,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,988,1962,96,1120,4,3,438.5,164,143,NA,8.899999618530273,12.600000381469727,9.366666793823242,185,NA,9716.4443359375
83,Belgium,Italy,alfa romeo,giulletta,intermediate,0,AlfaRomeo,1074,1570,80,1070,5,4,421,165,140,6.800000190734863,NA,11.899999618530273,9.266666412353516,175,NA,7140.45703125
83,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,1331,1351,58,895,5,3,399.5,159,137,6,8.100000381469727,NA,7.9666666984558105,160,NA,4835.6259765625
83,Belgium,Germany,audi,80/90,intermediate,0,VW,6510,1296,44,930,5,4,438.5,168,136.5,5.099999904632568,6.900000095367432,8.199999809265137,NA,150,15.5,5817.43896484375
83,Belgium,Germany,audi,100/200,standard,0,VW,5755,1781,55,1080,5,4,479.5,181.5,142,6.099999904632568,7.699999809265137,9.800000190734863,NA,165,14.899999618530273,8222.8232421875
83,Belgium,Germany,BMW,3,standard,0,BMW,7014,1573,55,1010,5,2,435.5,161,138,6.800000190734863,9,10.5,NA,154,14.800000190734863,6166.552734375
83,Belgium,Germany,BMW,5,luxury,0,BMW,3530,1766,66,1160,5,4,462,170,141.5,7,NA,11.100000381469727,9.199999809265137,164,14,8105.32275390625
83,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,5638,602,21,585,4,5,383,148,160,5.400000095367432,6.099999904632568,NA,6.099999904632568,115,33.5,2372.6201171875
83,Belgium,France,citroen,BX,intermediate,0,Peugeot,4376,1360,45,885,5,5,423,166,136,5.599999904632568,7.5,NA,6.933333396911621,155,15.600000381469727,5386.9775390625
83,Belgium,France,citroen,CX,standard,0,Peugeot,3088,1995,77,1235,5,4,466,177,136,7.900000095367432,9.699999809265137,12,NA,176,12.100000381469727,6932.5703125
83,Belgium,France,citroen,visa,subcompact,0,Peugeot,5597,652,25.5,745,4.5,5,369,151,141,5.199999809265137,5.800000190734863,6.5,NA,125,26.200000762939453,3434.650146484375
83,Belgium,France,citroen,LNA,subcompact,0,Peugeot,803,1124,36,710,4,3,340,152,138,4.699999809265137,6.300000190734863,5.800000190734863,NA,140,15.600000381469727,3375.899658203125
83,Belgium,France,citroen,GSA,intermediate,0,Peugeot,2380,1129,41,920,5,5,418,163,135,6.300000190734863,8.100000381469727,NA,7.633333683013916,150,16.200000762939453,4553.17138671875
83,Belgium,France,citroen,dyane,subcompact,0,Peugeot,1565,602,21,610,4,5,387,150,154,5.400000095367432,6.099999904632568,NA,6.099999904632568,121,NA,2901.37548828125
83,Belgium,Japan,daihatsu,domino,subcompact,0,Toyota,188,547,19,535,4,3,319.5,139.5,136,5.099999904632568,5.699999809265137,6.300000190734863,NA,110,NA,3160.104248046875
83,Belgium,Japan,daihatsu,charade,subcompact,0,Toyota,1129,993,38,640,4.5,3,355,155,139.5,5.199999809265137,7.699999809265137,NA,6.566666603088379,140,NA,3727.2734375
83,Belgium,Japan,daihatsu,charmant,compact,0,Toyota,433,1290,48,815,5,4,415,162.5,138,5.800000190734863,7.800000190734863,NA,7.233333587646484,155,NA,4427.76123046875
83,Belgium,Italy,fiat,126,subcompact,0,Fiat,407,652,17.5,580,4,2,305.5,137.5,133.5,6.099999904632568,6.699999809265137,NA,6.699999809265137,105,50,2370.360595703125
83,Belgium,Italy,fiat,panda,subcompact,0,Fiat,3433,903,33,680,5,3,338,146,144.5,NA,7,7.099999904632568,6.366666793823242,140,18.5,3161.23388671875
83,Belgium,Italy,fiat,uno,subcompact,0,Fiat,4022,903,33,700,5,3,364.5,155,143,NA,6.599999904632568,7.099999904632568,6.233333110809326,140,17.5,3613.16162109375
83,Belgium,Italy,fiat,ritmo,compact,0,Fiat,5409,1116,40,815,5,3,401.5,165,140.5,5.599999904632568,8.199999809265137,8.5,NA,145,15.899999618530273,4336.24609375
83,Belgium,Italy,fiat,127,subcompact,0,Fiat,2946,903,33,795,5,3,371,153.5,137,NA,7.900000095367432,8.300000190734863,7.266666889190674,135,19.100000381469727,3387.19775390625
83,Belgium,Italy,fiat,argenta,intermediate,0,Fiat,1187,1585,72,1140,5,4,445,165,142,7.199999809265137,9.800000190734863,12.399999618530273,NA,165,12.699999809265137,6256.9384765625
83,Belgium,Italy,fiat,131F,compact,0,Fiat,1578,1367,51,1025,5,5,426.5,164.5,141,7.099999904632568,9.399999618530273,NA,8.833333015441895,150,16,4946.34814453125
83,Belgium,Germany,ford,fiesta,subcompact,0,Ford,8787,957,33,715,5,3,365,156.5,136,5.599999904632568,NA,7.900000095367432,7.233333110809326,131,19.700000762939453,3614.29150390625
83,Belgium,Germany,ford,escort,compact,0,Ford,7511,1117,37,765,5,3,397,164,138,5.699999809265137,NA,8.100000381469727,7.200000286102295,146,15.800000190734863,4456.0068359375
83,Belgium,Germany,ford,orion,compact,0,Ford,500,1296,51,875,5,4,419.5,164,139.5,5.900000095367432,NA,8.5,7.366666793823242,157,13.600000381469727,6089.72509765625
83,Belgium,Belgium,ford,sierra,intermediate,0,Ford,6372,1294,44,990,5,5,439.5,170,141,6.300000190734863,NA,9.199999809265137,7.800000190734863,152,18.100000381469727,5547.412109375
83,Belgium,Germany,ford,granada,standard,0,Ford,1790,1993,77,1235,5,4,468,180,142,7.5,NA,12.300000190734863,9.933333396911621,168,12.600000381469727,6991.32080078125
83,Belgium,Japan,honda,civic,compact,0,Honda,4725,1335,44,745,4.5,3,376,158,133.5,5.199999809265137,NA,8,6.900000095367432,150,NA,3841.385009765625
83,Belgium,Japan,honda,accord,standard,0,Honda,2117,1602,59,925,5,4,441,165,137.5,NA,7.800000190734863,9.699999809265137,7.699999809265137,170,11.5,5694.28857421875
83,Belgium,Japan,honda,quintet,intermediate,0,Honda,852,1602,59,865,5,5,410.5,162,135.5,5.900000095367432,8.199999809265137,9.300000190734863,NA,162,NA,5522.55615234375
83,Belgium,Korea,hyundai,pony,compact,0,Hyundai,926,1238,40.5,910,5,3,397,156,136,8,10,12,NA,155,NA,3610.902099609375
83,Belgium,Italy,lancia,delta,compact,0,Fiat,756,1302,58,935,5,5,389.5,162,138,NA,7.900000095367432,8.899999618530273,7.5333333015441895,160,14.300000190734863,5850.20361328125
83,Belgium,Italy,lancia,prisma,intermediate,0,Fiat,623,1499,63,940,5,5,418,162,138.5,5.900000095367432,7.900000095367432,9.300000190734863,NA,165,12,6211.74560546875
83,Belgium,Italy,lancia,a112,subcompact,0,Fiat,803,903,31,655,5,3,327,148,136,5.599999904632568,6.400000095367432,NA,6.433333396911621,130,18.600000381469727,3590.565185546875
83,Belgium,Italy,lancia,beta,intermediate,0,Fiat,282,1301,60,1000,5,4,399.5,165,128.5,7.199999809265137,9.800000190734863,NA,9.533333778381348,167,13,6891.89697265625
83,Belgium,Japan,mazda,323,compact,0,Mazda,7651,1071,40.5,825,5,3,395.5,163,137.5,5.599999904632568,7.599999904632568,NA,7.199999809265137,140,15.800000190734863,3705.580810546875
83,Belgium,Japan,mazda,626,intermediate,0,Mazda,3702,1587,59,995,5,4,443,169,139.5,6.099999904632568,7.900000095367432,9.199999809265137,NA,165,12.5,5443.24267578125
83,Belgium,Japan,mazda,929,standard,0,Mazda,373,1970,66,1135,5,4,467,169,141,NA,8.600000381469727,11.899999618530273,9.433333396911621,165,13.800000190734863,8012.451171875
83,Belgium,Germany,mercedes,190,luxury,0,Mercedes,1993,1997,66,1080,5,4,442,168,138.5,NA,8.399999618530273,10.699999809265137,8.533332824707031,175,13.199999809265137,10575.107421875
83,Belgium,Germany,mercedes,200,luxury,0,Mercedes,5697,1997,80,1340,5,4,472.5,178.5,144,7.900000095367432,NA,12.399999618530273,10.166666030883789,168,14.399999618530273,10575.107421875
83,Belgium,Japan,mitsubishi,colt,compact,0,Mitsubishi,3387,1244,40.5,760,5,3,379,158.5,135,5.900000095367432,NA,7.5,7.199999809265137,147,NA,3998.656005859375
83,Belgium,Japan,mitsubishi,lancer,intermediate,0,Mitsubishi,1206,1244,40.5,895,5,4,423,162,138,NA,9.800000190734863,8.699999809265137,8.333333015441895,140,NA,4744.33642578125
83,Belgium,Japan,mitsubishi,sapporo,standard,0,Mitsubishi,213,1597,55,1000,5,4,452.5,167,137,NA,9.699999809265137,10.5,9.100000381469727,158,NA,6303.48681640625
83,Belgium,Japan,mitsubishi,galant,intermediate,0,Mitsubishi,2340,1597,55,1000,5,4,452.5,167,137,NA,9.699999809265137,10.5,9.100000381469727,158,NA,5264.05322265625
83,Belgium,Japan,mitsubishi,tredia,intermediate,0,Mitsubishi,2477,1410,51,860,5,4,428,165,136,NA,9,11,9,145,NA,4812.12548828125
83,Belgium,Japan,nissan,micra,subcompact,0,Nissan,303,988,37,610,4,3,364.5,156,139.5,NA,7.5,9,7.5,145,NA,3502.439453125
83,Belgium,Japan,nissan,sunny,compact,0,Nissan,4067,1270,44,745,5,4,405,162,139,NA,8,10,8,160,NA,4292.18310546875
83,Belgium,Japan,nissan,bluebird,intermediate,0,Nissan,1677,1595,59.5,980,5,4,439.5,164,138.5,7,NA,12,9.5,160,NA,5647.9658203125
