ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
78,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,1399,1570,80,1040,5,4,424,162,143,9.199999809265137,9.199999809265137,9.199999809265137,NA,175,NA,7269.4697265625
78,Belgium,Italy,alfa romeo,giulletta,intermediate,0,AlfaRomeo,796,1357,70,1070,5,4,421,165,140,NA,7.5,7.5,7.5,165,NA,6776.298828125
78,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,2187,1186,46,860,5,4,389,159,137,7.199999809265137,NA,7.199999809265137,7.199999809265137,150,13.600000381469727,4480.1708984375
78,Belgium,Germany,audi,80/90,intermediate,0,VW,4139,1297,44,945,5,4,422.5,160,136,8.800000190734863,8.800000190734863,NA,8.800000190734863,145,16.5,5847.60009765625
78,Belgium,Germany,audi,100/200,standard,0,VW,5152,1588,63,1110,5,4,468,177,139.5,8.899999618530273,8.899999618530273,NA,8.899999618530273,160,13.399999618530273,6930.0146484375
78,Belgium,Germany,BMW,3,standard,0,BMW,6720,1573,66,1020,5,2,435.5,161,138,9.899999618530273,9.899999618530273,NA,9.899999618530273,160,13.800000190734863,6789.1083984375
78,Belgium,Germany,BMW,5,luxury,0,BMW,3018,1766,66,1240,5,4,462,169,142.5,NA,9.800000190734863,9.800000190734863,9.800000190734863,160,13.899999618530273,8102.09619140625
78,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,4462,435,18,560,4,4,383,148,160,5.800000190734863,NA,5.800000190734863,5.800000190734863,102,NA,2305.73486328125
78,Belgium,France,citroen,CX,standard,0,Peugeot,6802,1985,75,1265,5,4,466,173,136,8.399999618530273,8.399999618530273,NA,8.399999618530273,174,12.800000190734863,7586.50830078125
78,Belgium,France,citroen,LNA,subcompact,0,Peugeot,2601,602,24,705,4,3,338,122,137,5.900000095367432,5.900000095367432,NA,5.900000095367432,120,29.299999237060547,3360.928955078125
78,Belgium,France,citroen,dyane,subcompact,0,Peugeot,3733,602,24,600,4,5,387,150,154,5.699999809265137,NA,5.699999809265137,5.699999809265137,120,NA,2920.59765625
78,Belgium,France,citroen,G special,intermediate,0,Peugeot,7734,1129,41,925,5,4,412,161,135,NA,8.399999618530273,8.399999618530273,8.399999618530273,149,17.5,4288.0263671875
78,Belgium,Italy,fiat,126,subcompact,0,Fiat,1297,652,18,580,4,2,313,137.5,133.5,5.400000095367432,NA,5.400000095367432,5.400000095367432,105,50,2304.1337890625
78,Belgium,Italy,fiat,127,subcompact,0,Fiat,5040,903,33,705,5,2,364.5,152.5,136,6.900000095367432,6.900000095367432,6.900000095367432,NA,135,19,3346.51806640625
78,Belgium,Italy,fiat,argenta,intermediate,0,Fiat,3936,1592,72,1105,5,4,439,164,143.5,9.800000190734863,9.800000190734863,NA,9.800000190734863,165,11.800000190734863,5986.90478515625
78,Belgium,Italy,fiat,131F,compact,0,Fiat,6555,1297,48,1015,5,4,426.5,165,140,8.899999618530273,NA,8.899999618530273,8.899999618530273,150,16.200000762939453,4419.3251953125
78,Belgium,Italy,fiat,128,subcompact,0,Fiat,5602,1116,40,785,5,2,384,159,142,NA,7.599999904632568,7.599999904632568,7.599999904632568,140,17.5,3681.169921875
78,Belgium,Germany,ford,fiesta,subcompact,0,Ford,7441,957,29,715,5,3,356.5,156.5,136,NA,6.900000095367432,6.900000095367432,6.900000095367432,131,19.700000762939453,3644.342041015625
78,Belgium,Germany,ford,escort,compact,0,Ford,11434,1097,35,905,5,4,398,159.5,138.5,NA,8,8,8,127,28.399999618530273,3562.6806640625
78,Belgium,Germany,ford,granada,standard,0,Ford,9909,1699,54,1750,5,4,463.5,179,142,NA,10.699999809265137,10.699999809265137,10.699999809265137,147,17.700000762939453,6191.85888671875
78,Belgium,Belgium,ford,taunus,intermediate,0,Ford,14358,1294,43,1040,5,4,434,170,136,9.300000190734863,9.5,9.5,NA,140,19.5,4736.36376953125
78,Belgium,Japan,honda,civic,compact,0,Honda,10439,1238,44,720,5,4,356,150.5,132.5,NA,8.5,10,8.5,140,14,3762.831298828125
78,Belgium,Japan,honda,accord,standard,0,Honda,7444,1599,59,835,5,3,410.5,162,134,9,11.5,14,NA,147,NA,5514.54931640625
78,Belgium,Italy,lancia,a112,subcompact,0,Fiat,1071,965,35,655,5,3,320,148,136,6.300000190734863,NA,6.300000190734863,6.300000190734863,135,NA,3391.351806640625
78,Belgium,Italy,lancia,beta,intermediate,0,Fiat,666,1297,60,1080,5,4,429.5,170.5,140,8.800000190734863,NA,8.800000190734863,8.800000190734863,160,14.5,6564.93994140625
78,Belgium,Italy,lancia,gamma,luxury,0,Fiat,107,2484,103,1320,5,4,458,173,141,NA,9.600000381469727,9.600000381469727,9.600000381469727,195,10,11208.43359375
78,Belgium,Japan,mazda,323,compact,0,Mazda,4815,985,33,810,5,3,382,159.5,137.5,8,NA,10,9,125,NA,3519.4482421875
78,Belgium,Japan,mazda,626,intermediate,0,Mazda,738,1586,55,965,5,4,426,158,142,8,10.5,NA,10.5,150,NA,4396.908203125
78,Belgium,Japan,mazda,929,standard,0,Mazda,2178,1769,61,1065,5,4,440,166,141,9,11,13,NA,155,NA,4992.556640625
78,Belgium,Germany,mercedes,200,luxury,0,Mercedes,8242,1988,69,1340,5,4,472.5,178.5,144,NA,13,15,12.333333015441895,160,15.199999809265137,9703.30078125
78,Belgium,Japan,mitsubishi,lancer,intermediate,0,Mitsubishi,2677,1238,40,840,5,4,399.5,153.5,136,7.400000095367432,7.400000095367432,7.400000095367432,NA,145,NA,3713.51416015625
78,Belgium,Japan,mitsubishi,galant,intermediate,0,Mitsubishi,4209,1597,55,985,5,4,433,165,136,9,11.5,14,NA,150,NA,5442.8154296875
78,Belgium,Japan,nissan,bluebird,intermediate,0,Nissan,1239,1595,60,1000,5,4,435.5,163,143,NA,9.5,9.5,9.5,160,NA,5597.81201171875
78,Belgium,Japan,nissan,laurel,standard,0,Nissan,1327,1998,71,1170,5,4,450,167,140.5,12,14,16,NA,165,NA,7295.08935546875
78,Belgium,Japan,nissan,cherry,subcompact,0,Nissan,5308,988,39,760,5,4,384,150,134.5,7,NA,11,9,140,NA,3295.279541015625
78,Belgium,Japan,nissan,cedric,standard,0,Nissan,128,2164,47,1370,6,4,469,169,144,10,12.5,NA,12.5,145,NA,7381.55419921875
78,Belgium,Japan,nissan,violet,intermediate,0,Nissan,2105,1397,46,870,5,4,408,160,139,8,8,8,NA,145,NA,5248.74951171875
78,Belgium,Germany,opel,kadet,compact,0,GeneralMotors,10844,1196,40,805,5,4,412.5,158,137.5,8.199999809265137,8.199999809265137,8.199999809265137,NA,138,19,3400.958984375
78,Belgium,Germany,opel,senator,luxury,0,GeneralMotors,334,2784,103,1370,5,4,481,173,141.5,10.800000190734863,10.800000190734863,10.800000190734863,NA,190,12,10407.8310546875
78,Belgium,Germany,opel,ascona,intermediate,0,GeneralMotors,8833,1196,44,915,5,4,432,167,138,7.900000095367432,7.900000095367432,NA,7.900000095367432,142,19,4593.8564453125
78,Belgium,Germany,opel,record,standard,0,GeneralMotors,14091,1698,44,1100,5,2,459.5,172.5,142,9.800000190734863,NA,9.800000190734863,9.800000190734863,146,20.5,5695.4853515625
78,Belgium,Germany,opel,monza,luxury,0,GeneralMotors,147,2784,103,1375,5,3,469,173,138,10.800000190734863,10.800000190734863,NA,10.800000190734863,190,12,11400.578125
78,Belgium,UK,opel,chevette,subcompact,0,GeneralMotors,917,1256,43.5,855,5,4,394,157,131,9.100000381469727,NA,9.100000381469727,9.100000381469727,146,14.600000381469727,3541.864990234375
78,Belgium,France,peugeot,305,compact,0,Peugeot,5612,1290,48,925,5,4,423.5,163,140,NA,9.100000381469727,9.100000381469727,8.233333587646484,147,16.899999618530273,5056.60498046875
78,Belgium,France,peugeot,104,subcompact,0,Peugeot,2978,954,33,795,5,5,358,152,140,6,8.5,8.5,NA,135,19.299999237060547,4041.44091796875
78,Belgium,France,peugeot,604,standard,0,Peugeot,1076,2664,100,1390,5,4,472,177,143,9,NA,11.300000190734863,10.533333778381348,182,10,9828.1953125
78,Belgium,France,peugeot,504,standard,0,Peugeot,14413,1796,54,1160,5,4,448,169,146,7.900000095367432,NA,10.5,9.633333206176758,154,15.800000190734863,5876.421875
78,Belgium,France,peugeot,304,compact,0,Peugeot,2180,1290,44,900,5,4,414,157,141,6.599999904632568,8.899999618530273,NA,8.133333206176758,150,17.100000381469727,4797.20947265625
78,Belgium,France,renault,4,subcompact,0,Renault,9138,845,25,665,4,5,367,148.5,155,6.5,NA,6.5,6.5,110,NA,2720.447021484375
78,Belgium,France,renault,5,subcompact,0,Renault,8665,845,26,730,4,2,350.5,152.5,140,6.300000190734863,6.300000190734863,6.300000190734863,NA,123,NA,3644.342041015625
78,Belgium,France,renault,20,standard,0,Renault,3466,1647,71,1175,5,4,452,172.5,143.5,7.199999809265137,NA,10,9.066666603088379,164,NA,6779.5009765625
78,Belgium,France,renault,14,compact,0,Renault,4570,1218,42,865,5,5,402.5,162.5,140.5,NA,8.899999618530273,8.899999618530273,8.066666603088379,143,NA,4435.33740234375
78,Belgium,France,renault,30,standard,0,Renault,618,2664,92,1320,5,4,452,173,143,NA,11.600000381469727,11.600000381469727,10.566666603088379,183,NA,9078.8310546875
78,Belgium,France,renault,16,compact,0,Renault,2319,1565,49,1010,5,4,423.5,163,145,7.199999809265137,10.199999809265137,NA,9.199999809265137,148,NA,5562.58544921875
78,Belgium,France,renault,6,subcompact,0,Renault,1128,845,25,785,4,5,386,150.5,147.5,NA,6.5,6.5,6.5,118,NA,3657.15185546875
78,Belgium,France,renault,12,subcompact,0,Renault,2905,1289,37,900,5,4,435,162,143.5,7,10,NA,9,140,17,4403.3134765625
78,Belgium,UK,rover,mini,subcompact,0,Rover,5658,848,24,620,4,2,305,141,135,7.5,NA,7.5,7.5,118,30,2686.82177734375
78,Belgium,UK,rover,allegro,compact,0,Rover,3119,1098,32,830,5,4,385,161.5,139,7.400000095367432,7.400000095367432,NA,7.400000095367432,126,22,3397.756591796875
78,Belgium,UK,rover,princess,intermediate,0,Rover,537,1798,60,1160,5,4,445.5,173,141,NA,10.899999618530273,10.899999618530273,10.899999618530273,158,15.5,5799.56396484375
78,Belgium,UK,rover,maxi,compact,0,Rover,146,1748,53,980,5,5,402,163,140.5,NA,10.5,12,10.5,140,17.299999237060547,5082.22412109375
78,Belgium,UK,rover,marina,compact,0,Rover,471,1275,42,880,5,4,429,165.5,142,8,9.5,NA,9.5,138,17.5,4031.833740234375
78,Belgium,UK,rover,dolomite,compact,0,Rover,177,1854,67,970,5,4,412.5,157,137,10,12,14,NA,161,12.5,5697.0869140625
78,Belgium,Japan,toyota,starlet,subcompact,0,Toyota,4631,993,34,680,5,3,368,152.5,138,NA,7.300000190734863,7.300000190734863,7.300000190734863,140,NA,3538.66259765625
78,Belgium,Japan,toyota,corolla,compact,0,Toyota,10465,1166,43,875,5,4,399.5,157,137.5,NA,8.100000381469727,8.100000381469727,8.100000381469727,140,NA,3200.808349609375
78,Belgium,Japan,toyota,carina,intermediate,0,Toyota,8393,1588,55,925,5,4,421,163,139,9,NA,12,10.5,150,NA,4417.72412109375
78,Belgium,Japan,toyota,cressida,standard,0,Toyota,1950,1968,65,1110,5,4,435,168,141.5,10,NA,14,12,155,NA,5428.08447265625
