ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
73,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,414,1749,89.5,1060,5,4,428,162,143,11.5,11.5,NA,11.5,180,NA,4777.1181640625
73,Belgium,Italy,alfa romeo,sud,compact,0,AlfaRomeo,1505,1186,46.5,830,5,4,389,159,137,NA,7.599999904632568,7.599999904632568,7.599999904632568,150,NA,2657.087158203125
73,Belgium,Germany,audi,80/90,intermediate,0,VW,4927,1297,44,835,5,2,417.5,160,136,8.800000190734863,NA,8.800000190734863,8.800000190734863,145,16.899999618530273,2862.511474609375
73,Belgium,Germany,audi,100/200,standard,0,VW,2866,1760,62.5,1075,5,2,460,173,141.5,8.899999618530273,NA,8.899999618530273,8.899999618530273,160,13.5,3764.766357421875
73,Belgium,Germany,BMW,5,luxury,0,BMW,1323,1990,84.5,1230,5,4,462,169,142.5,10.699999809265137,10.699999809265137,10.699999809265137,NA,176,11.800000190734863,5244.35693359375
73,Belgium,France,citroen,2CV6,subcompact,0,Fiat,5069,435,17.5,560,4,5,383,148,160,NA,5.400000095367432,5.400000095367432,5.400000095367432,102,33.5,1460.7938232421875
73,Belgium,France,citroen,GSA,intermediate,0,Fiat,5744,1015,41,895,5,4,412,161,135,NA,9.300000190734863,9.300000190734863,9.300000190734863,148,18.299999237060547,2534.906982421875
73,Belgium,France,citroen,dyane,subcompact,0,Fiat,5762,435,17.5,590,4,5,387,150,154,NA,5.400000095367432,5.400000095367432,5.400000095367432,104,NA,1573.57568359375
73,Belgium,Italy,fiat,126,subcompact,0,Fiat,1622,594,17,580,4,2,305.5,137.5,133.5,NA,5.400000095367432,5.400000095367432,5.400000095367432,105,NA,1552.0933837890625
73,Belgium,Italy,fiat,127,subcompact,0,Fiat,5681,903,34.5,705,5,2,359.5,152.5,137,6.900000095367432,6.900000095367432,NA,6.900000095367432,140,18.5,1930.71826171875
73,Belgium,Italy,fiat,argenta,intermediate,0,Fiat,1678,1592,72,1080,5,4,438.5,164,142,10,NA,15,12.5,165,12.5,3222.33935546875
73,Belgium,Italy,fiat,128,subcompact,0,Fiat,8523,1116,40,785,5,2,384,159,142,8,8,8,NA,140,19.100000381469727,2145.540771484375
73,Belgium,Belgium,ford,taunus,intermediate,0,Ford,401,1294,43.5,1005,5,2,427,170,133,8.899999618530273,8.899999618530273,NA,8.899999618530273,138,20.399999618530273,2504.026123046875
73,Belgium,Italy,lancia,a112,subcompact,0,Fiat,1292,903,32.5,670,4,3,323,148,134,NA,7.199999809265137,7.199999809265137,7.199999809265137,140,14,2046.1854248046875
73,Belgium,Germany,mercedes,200,luxury,0,Mercedes,7791,1988,70,1340,5,4,468,177,144,9,11.5,14,NA,160,15.199999809265137,5290.0068359375
73,Belgium,Japan,nissan,cherry,subcompact,0,Nissan,10052,998,39,670,5,4,366,149,137.5,NA,8.5,10,8.5,140,NA,2145.540771484375
