ye,ma,loc,brand,model,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,eurpr
86,Belgium,Italy,alfa romeo,33,compact,0,AlfaRomeo,2047,1351,58,890,5,5,401.5,161,134.5,5.800000190734863,7.900000095367432,9.600000381469727,NA,167,11.5,6559.17822265625
86,Belgium,Italy,alfa romeo,75,intermediate,0,AlfaRomeo,775,1779,88.5,1060,5,4,433,163,140,NA,9.199999809265137,12.199999809265137,9.466666221618652,190,9.5,10459.1787109375
86,Belgium,Italy,alfa romeo,90,standard,0,AlfaRomeo,270,1962,94,1080,5,4,439,164,142,NA,8.800000190734863,12.199999809265137,9.166666984558105,190,NA,12639.7822265625
86,Belgium,Italy,alfa romeo,GTV,standard,0,AlfaRomeo,70,1962,95.5,1110,4,3,426,166.5,133,6.599999904632568,8.600000381469727,13.300000190734863,NA,190,10,12601.1875
86,Belgium,Germany,audi,100/200,standard,0,VW,6350,1781,55,1090,5,4,479,181.5,142,5.699999809265137,7.099999904632568,NA,7.5333333015441895,165,14.899999618530273,10476.5458984375
86,Belgium,Germany,BMW,3,standard,0,BMW,8363,1766,66,1000,5,2,432.5,164.5,138,6.5,8.5,NA,8.199999809265137,175,12.199999809265137,9267.5654296875
86,Belgium,Germany,BMW,5,luxury,0,BMW,1954,1766,77,1140,5,4,462,170,141.5,NA,8.699999809265137,9.899999618530273,8.433333396911621,175,12.600000381469727,11395.1005859375
86,Belgium,France,citroen,2CV6,subcompact,0,Peugeot,5222,602,21,585,4,5,383,148,160,5.400000095367432,NA,6.800000190734863,6.099999904632568,115,33.5,3056.70458984375
86,Belgium,France,citroen,BX,intermediate,0,Peugeot,11800,1361,46,900,5,5,423,166,136,5.599999904632568,NA,7.699999809265137,6.933333396911621,155,15.600000381469727,6742.50341796875
86,Belgium,France,citroen,CX,standard,0,Peugeot,2448,1995,78,1235,5,4,465,177,136,7.400000095367432,9.399999618530273,NA,9.566666603088379,177,12.100000381469727,10488.1240234375
86,Belgium,France,citroen,visa,subcompact,0,Peugeot,5359,652,25,755,4.5,5,372,153,140,5.199999809265137,5.800000190734863,NA,5.833333492279053,125,26.200000762939453,4349.62890625
86,Belgium,Japan,daihatsu,domino,subcompact,0,Toyota,469,847,32,595,4,3,319.5,139.5,141.5,4.699999809265137,6.900000095367432,NA,5.833333492279053,135,15.699999809265137,4012.889404296875
86,Belgium,Japan,daihatsu,charade,subcompact,0,Toyota,992,993,40,670,4.5,3,359.5,155,140,4.199999809265137,NA,7.699999809265137,6.233333110809326,140,16.5,4437.431640625
86,Belgium,Japan,daihatsu,charmant,compact,0,Toyota,262,1290,48,830,5,4,420,162.5,138,5.800000190734863,NA,8.100000381469727,7.233333587646484,155,NA,5344.40869140625
86,Belgium,Italy,fiat,126,subcompact,0,Fiat,295,652,18,580,4,2,305.5,137.5,133.5,6.099999904632568,NA,7.300000190734863,6.699999809265137,105,47,2913.90380859375
86,Belgium,Italy,fiat,panda,subcompact,0,Fiat,2145,850,25,700,5,3,341,149.5,142,5,6.199999809265137,5.599999904632568,NA,125,23,3670.361083984375
86,Belgium,Italy,fiat,uno,subcompact,0,Fiat,7022,903,33,710,5,3,364.5,155,142.5,4.5,5.900000095367432,6.199999809265137,NA,145,16.200000762939453,4464.06201171875
86,Belgium,Italy,fiat,regatta,intermediate,0,Fiat,3095,1302,48,890,5,4,426,165,141,5.400000095367432,NA,8.899999618530273,7.133333206176758,155,13.5,6512.86474609375
86,Belgium,Italy,fiat,croma,standard,0,Fiat,531,1995,66,1110,5,5,449.5,176,143.5,5.5,7.199999809265137,NA,7.066666603088379,180,11.800000190734863,10208.3125
86,Belgium,Italy,fiat,ritmo,compact,0,Fiat,1711,1116,43,860,5,5,399.5,165,142,5.400000095367432,7.5,NA,7,150,15.899999618530273,5208.36181640625
86,Belgium,Germany,ford,fiesta,subcompact,0,Ford,8195,957,33,750,5,3,365,158.5,133.5,NA,7.099999904632568,7,6.433333396911621,137,19.799999237060547,4226.12548828125
86,Belgium,Germany,ford,escort,compact,0,Ford,9872,1117,37,825,5,3,402,164,137,NA,6.900000095367432,7.5,6.5,145,18.200000762939453,5982.18701171875
86,Belgium,Germany,ford,orion,compact,0,Ford,2993,1297,44,875,5,4,421.5,164,139.5,NA,7.199999809265137,7.400000095367432,6.733333110809326,157,15.800000190734863,6766.142578125
86,Belgium,Belgium,ford,sierra,intermediate,0,Ford,11114,1598,55,1015,5,4,439.5,170.5,141,NA,7.699999809265137,8.899999618530273,7.566666603088379,165,14.100000381469727,7156.91455078125
86,Belgium,Germany,ford,scorpio,standard,0,Ford,3306,1796,66,1180,5,4,467,176,144,6.400000095367432,7.699999809265137,NA,7.933333396911621,179,13.100000381469727,10280.677734375
86,Belgium,Japan,honda,civic,compact,0,Honda,4086,1343,55,750,5,3,381,163.5,134,NA,7.099999904632568,7.099999904632568,6.433333396911621,157,NA,5818.1591796875
86,Belgium,Japan,honda,accord,standard,0,Honda,2515,1955,78,1060,5,4,453.5,169.5,135.5,6.099999904632568,7.800000190734863,10.399999618530273,NA,189,NA,8859.42578125
86,Belgium,Japan,honda,integra,intermediate,0,Honda,1221,1488,56,900,5,4,438,166.5,134.5,6,9,12,NA,170,NA,7458.43603515625
86,Belgium,Japan,honda,jazz,subcompact,0,Honda,750,1232,41,640,5,3,338,157,147,NA,6.900000095367432,6.199999809265137,6,144,NA,4438.396484375
86,Belgium,Italy,lancia,Y10,subcompact,0,Fiat,334,999,33,720,5,3,339,151,144,NA,5.800000190734863,6.300000190734863,5.433333396911621,145,16,5009.59912109375
86,Belgium,Italy,lancia,delta,compact,0,Fiat,300,1301,57,935,5,5,389.5,162,138,5.800000190734863,7.900000095367432,8.899999618530273,NA,160,14.300000190734863,7516.328125
86,Belgium,Italy,lancia,thema,luxury,0,Fiat,462,1995,88,1120,5,4,459,176,142,6.400000095367432,8.399999618530273,NA,8.133333206176758,195,9.699999809265137,13739.732421875
86,Belgium,Italy,lancia,prisma,intermediate,0,Fiat,593,1499,59,940,5,4,418,162,138.5,5.900000095367432,7.900000095367432,NA,7.700000286102295,165,12,8104.8984375
86,Belgium,Japan,mazda,323,compact,0,Mazda,5534,1071,40.5,765,5,3,395.5,163,137.5,5.599999904632568,NA,8.399999618530273,7.199999809265137,140,15.800000190734863,4985.57373046875
86,Belgium,Japan,mazda,626,intermediate,0,Mazda,4196,1587,59.5,990,5,4,443,169,139.5,6.099999904632568,7.900000095367432,NA,7.733333110809326,172,12.5,7040.8408203125
86,Belgium,Japan,mazda,929,standard,0,Mazda,125,1998,74.5,1080,5.5,4,466.5,169,136,7.099999904632568,9.100000381469727,12.100000381469727,NA,183,10,10384.4013671875
86,Belgium,Germany,mercedes,190,luxury,0,Mercedes,5222,1997,77,1130,5,4,442,168,139,5.900000095367432,7.699999809265137,10.600000381469727,NA,185,12.399999618530273,13725.259765625
86,Belgium,Germany,mercedes,200,luxury,0,Mercedes,5676,1997,80,1260,5,4,474,174,144,NA,7.699999809265137,11.199999809265137,8.333333015441895,187,12.600000381469727,15823.8486328125
86,Belgium,Japan,mitsubishi,colt,compact,0,Mitsubishi,4188,1244,40,775,5,3,387,163.5,134,NA,7.599999904632568,8.199999809265137,7.133333206176758,150,14.899999618530273,5534.48779296875
86,Belgium,Japan,mitsubishi,lancer,intermediate,0,Mitsubishi,2775,1244,40,800,5,4,412.5,163.5,136,5.599999904632568,7.5,8.199999809265137,NA,150,14.899999618530273,6244.2451171875
86,Belgium,Japan,mitsubishi,galant,intermediate,0,Mitsubishi,1808,1597,55,1005,5,4,456,169.5,138.5,5.900000095367432,7.5,10.100000381469727,NA,162,NA,7566.88720703125
86,Belgium,Japan,mitsubishi,tredia,intermediate,0,Mitsubishi,245,1597,55,920,5,4,438,166,137,6,7.900000095367432,10.100000381469727,NA,155,NA,7676.3037109375
86,Belgium,Japan,nissan,micra,subcompact,0,Nissan,4002,988,37,620,4,3,364,156,139.5,4.900000095367432,6.900000095367432,6.099999904632568,NA,145,15.899999618530273,4419.09912109375
86,Belgium,Japan,nissan,sunny,compact,0,Nissan,5171,988,37,890,5,5,399.5,164,141.5,6,6.5,8,NA,135,NA,5499.75244140625
86,Belgium,Japan,nissan,bluebird,intermediate,0,Nissan,2559,1598,61,1010,5,4,436,169,139.5,NA,8.5,10,8.5,165,NA,7043.54248046875
86,Belgium,Japan,nissan,laurel,standard,0,Nissan,421,1973,72,1160,5,4,465,169,141.5,9,11,13,NA,170,NA,9709.4755859375
86,Belgium,Spain,opel,corsa,subcompact,0,GeneralMotors,12550,993,33,745,5,3,362,153,136.5,4.900000095367432,6.599999904632568,NA,6.233333110809326,143,19.5,4422.958984375
86,Belgium,Germany,opel,kadet,compact,0,GeneralMotors,23993,1196,40,840,5,3,400,166.5,140,5.099999904632568,6.699999809265137,8.399999618530273,NA,155,17,5515.1904296875
86,Belgium,Germany,opel,omega,standard,0,GeneralMotors,219,1796,65,1150,5,4,468.5,177,144.5,5.599999904632568,7.099999904632568,NA,7.400000095367432,183,14,10192.8740234375
86,Belgium,Germany,opel,senator,luxury,0,GeneralMotors,344,2197,84.5,1320,5,4,484,172,141.5,7.099999904632568,9.300000190734863,10.800000190734863,NA,183,11.5,12451.6328125
86,Belgium,Germany,opel,ascona,intermediate,0,GeneralMotors,7372,1297,55,920,5,4,436.5,167,139.5,5.800000190734863,7.800000190734863,NA,7.5,160,15.5,6684.611328125
